brand,model,model_year,mileage,fuel_type,transmission,exterior_color,interior_col,accident,clean_title,price,engine_size_L,car_age,miles_per_year
BMW,M3 Base,2011,98200,Gasoline,Automatic,White,Black,None reported,Yes,27000,4.0,14,7014.285714285715
Porsche,Panamera Base,2018,42500,Gasoline,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,53999,3.0,7,6071.428571428572
Jeep,Wrangler Sport,2001,171000,Gasoline,Manual,White,Black,At least 1 accident or damage reported,Yes,15000,4.0,24,7125.0
Honda,Passport TrailSport,2023,11649,Gasoline,Automatic,Black,Black,Unknown,No,39999,3.5,2,5824.5
Mercedes-Benz,SL-Class SL 550,2013,24933,Gasoline,Unknown,Silver,Red,At least 1 accident or damage reported,Yes,40250,4.6,12,2077.75
Audi,RS 4 Base,2007,99769,Gasoline,Manual,Gray,White,None reported,Yes,29995,4.2,18,5542.722222222223
Toyota,Avalon Limited,2022,16156,Gasoline,Automatic,Blueprint,Graphite,None reported,No,39390,3.5,3,5385.333333333333
Mercedes-Benz,E-Class E 350 4MATIC,2008,67250,Gasoline,Automatic,White,Beige,None reported,Yes,11900,3.5,17,3955.8823529411766
GMC,Yukon Denali,2021,30022,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,74500,6.2,4,7505.5
Porsche,Panamera 4S,2017,42596,Gasoline,Unknown,Black,Black,None reported,Yes,78000,2.9,8,5324.5
Ford,Explorer XLT,2021,33705,Gasoline,Automatic,White,Light Slate,At least 1 accident or damage reported,Yes,36995,2.3,4,8426.25
Land,Rover LR4 HSE LUX Landmark Edition,2016,63300,Gasoline,Automatic,White,Brown,None reported,Yes,31000,3.0,9,7033.333333333333
Acura,TLX Type S w/Performance Tire,2023,4700,Gasoline,Automatic,Red,Black,None reported,Yes,52000,3.0,2,2350.0
Toyota,Tacoma Base,2020,27256,Gasoline,Unknown,Midnight Black Metallic,Black/Gun Metal,None reported,No,42998,3.5,5,5451.2
Hummer,H3 Base,2010,107481,Gasoline,Automatic,White,Black,None reported,Yes,13500,3.7,15,7165.4
Tesla,Model 3 Long Range,2018,61700,Gasoline,Automatic,White,Black,None reported,Yes,25900,Unknown,7,8814.285714285714
Volvo,850 Turbo,1995,94000,Gasoline,Automatic,White,Black,None reported,Yes,4500,Unknown,30,3133.3333333333335
Jeep,Wrangler Unlimited Sahara,2017,128000,Gasoline,Automatic,Gray,Black,None reported,Yes,26800,3.6,8,16000.0
Chevrolet,Camaro 2SS,2018,26000,Gasoline,Automatic,White,Black,None reported,Yes,39000,6.2,7,3714.285714285714
Audi,S6 4.0T,2015,74000,Gasoline,Automatic,Blue,Gray,None reported,Yes,29950,4.0,10,7400.0
Audi,TT RS Base,2012,54900,Gasoline,Manual,White,Brown,Unknown,No,28900,2.5,13,4223.076923076923
INFINITI,QX56 Base,2012,141775,Gasoline,Unknown,White,Beige,None reported,Yes,11500,5.6,13,10905.76923076923
Volkswagen,New Beetle GLS,2001,63250,Gasoline,Automatic,Yellow,Yellow,None reported,Yes,12000,2.0,24,2635.4166666666665
Audi,Q5 S line Premium Plus,2022,13895,Hybrid,Automatic,Daytona Gray,Black,None reported,No,44998,2.0,3,4631.666666666667
Lamborghini,Aventador LP750-4 Superveloce,2017,10654,Gasoline,Automatic,Balloon White,Nero Ade,None reported,No,449991,6.5,8,1331.75
Ford,F-250 XL,2014,35900,E85 Flex Fuel,Unknown,Blue,Gray,At least 1 accident or damage reported,Yes,27900,6.2,11,3263.6363636363635
GMC,Yukon XL Denali,2022,48306,Gasoline,Automatic,Summit White,Jet Black,At least 1 accident or damage reported,Yes,71999,6.2,3,16102.0
Audi,A4 2.0T Premium,2012,125000,Gasoline,Automatic,Black,Black,None reported,Yes,10500,2.0,13,9615.384615384615
Dodge,Challenger SRT 392,2016,37700,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,38000,Unknown,9,4188.888888888889
Tesla,Model S P100D,2017,103000,Gasoline,Automatic,Black,White,None reported,Yes,36000,Unknown,8,12875.0
Mazda,CX-30 Premium Package,2021,45303,Gasoline,Automatic,Snowflake White Pearl,White / Brown,None reported,No,25382,2.5,4,11325.75
Lexus,ES 350 Base,2016,53900,Gasoline,Automatic,Red,Beige,None reported,Yes,27500,3.5,9,5988.888888888889
Jeep,Wrangler Sahara,2008,54000,Gasoline,Automatic,Green,Gray,None reported,Yes,20000,3.8,17,3176.470588235294
Chevrolet,Avalanche 1500 LTZ,2007,129000,Gasoline,Automatic,White,Beige,None reported,Yes,17950,6.0,18,7166.666666666667
Jeep,Grand Cherokee L Laredo,2022,10232,Gasoline,Automatic,Diamond Black,Global Black,None reported,Yes,44646,3.6,3,3410.6666666666665
Acura,MDX w/Advance Package,2023,3708,Gasoline,Automatic,White,Espresso,None reported,No,58998,3.5,2,1854.0
Nissan,Pathfinder SL,2018,167000,Gasoline,Automatic,Black,Beige,Unknown,No,14500,3.5,7,23857.14285714286
Tesla,Model X Long Range,2019,37000,Gasoline,Automatic,Gray,Black,None reported,Yes,58000,Unknown,6,6166.666666666667
Subaru,Impreza Premium,2022,10419,Gasoline,Unknown,Crystal White Pearl,Black,At least 1 accident or damage reported,No,24998,2,3,3473.0
Audi,A8 4.0T,2014,96238,Gasoline,Unknown,Black,Black,At least 1 accident or damage reported,Yes,22500,4.0,11,8748.90909090909
Subaru,Ascent Limited 7-Passenger,2022,12700,Gasoline,CVT,White,Beige,None reported,Yes,38500,2.4,3,4233.333333333333
Chevrolet,Avalanche 1500 LT,2007,244000,E85 Flex Fuel,Automatic,Gray,Gray,None reported,Yes,16900,5.3,18,13555.555555555555
Porsche,Cayenne S,2015,124000,Gasoline,Automatic,White,Beige,None reported,Yes,25000,3.6,10,12400.0
BMW,335 i,2009,123000,Gasoline,Automatic,Purple,Black,None reported,Yes,15000,3.0,16,7687.5
GMC,Sierra 1500 Limited Elevation,2022,24900,Gasoline,Automatic,Black,Black,None reported,Yes,49900,2.7,3,8300.0
Ford,Explorer Sport,2016,95500,Gasoline,Unknown,Black,Black,None reported,Yes,20000,3.5,9,10611.111111111111
Cadillac,Escalade ESV Sport,2021,4283,Gasoline,Automatic,Black,Brandy,None reported,Yes,479995,6.2,4,1070.75
Lexus,LX 570 Three-Row,2021,48300,Gasoline,Automatic,White,Red,None reported,Yes,82000,5.7,4,12075.0
BMW,M3 Base,2008,94000,Gasoline,Manual,Gray,Red,None reported,Yes,25999,4.0,17,5529.411764705882
Nissan,Xterra Pro-4X,2011,183000,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,12000,4.0,14,13071.42857142857
Ford,Fusion Hybrid SE Hybrid,2013,126225,Hybrid,CVT,Silver,Black,At least 1 accident or damage reported,Yes,11500,2.0,12,10518.75
Volkswagen,Golf GTI 2.0T SE 4-Door,2016,87892,Gasoline,Manual,Gray,Black,None reported,Yes,16000,2.0,9,9765.777777777777
Cadillac,CTS-V Base,2012,45000,Gasoline,Automatic,Red,Black,None reported,Yes,41500,6.2,13,3461.5384615384614
Aston,Martin Vantage Base,2022,1023,Gasoline,Automatic,Blue,Brown,None reported,Yes,156900,4.0,3,341.0
Lexus,GX 460 Base,2015,106000,Gasoline,Automatic,Black,Beige,None reported,Yes,37500,4.6,10,10600.0
GMC,Acadia SLT-1,2019,51300,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,25500,2.5,6,8550.0
Ford,Bronco Sport Big Bend,2021,30176,Gasoline,Automatic,Black,Medium Dark Slate,None reported,Yes,28979,1.5,4,7544.0
Nissan,Titan SV,2021,27598,Gasoline,Automatic,Black,Black,None reported,No,39884,5.6,4,6899.5
Volkswagen,Jetta SportWagen SE,2012,107000,Gasoline,Automatic,Black,Beige,None reported,Yes,9499,2.5,13,8230.76923076923
Land,Rover Range Rover 5.0L V8 Supercharged,2019,17500,Gasoline,Automatic,Black,Black,None reported,Yes,65000,5.0,6,2916.6666666666665
RAM,2500 Laramie,2017,117878,Diesel,Unknown,Red,Black,None reported,Yes,42000,6.7,8,14734.75
Nissan,Murano SL,2010,138700,Gasoline,CVT,Gray,Black,At least 1 accident or damage reported,Yes,7000,3.5,15,9246.666666666666
Cadillac,Escalade ESV Base,2009,152068,E85 Flex Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,12350,6.2,16,9504.25
BMW,428 i xDrive SULEV,2016,77000,Gasoline,Unknown,White,Red,At least 1 accident or damage reported,Yes,26999,2.0,9,8555.555555555555
Ford,Focus RS Base,2017,26000,Gasoline,Manual,Gray,Black,None reported,Yes,37000,2.3,8,3250.0
Lexus,CT 200h Premium,2014,131200,Hybrid,Automatic,Brown,Brown,None reported,Yes,14000,1.8,11,11927.272727272728
Buick,Enclave Leather,2017,83280,Gasoline,Automatic,Quicksilver Metallic,Ebony,None reported,No,20599,3.6,8,10410.0
BMW,M3 Base,2015,59000,Gasoline,Manual,Gray,Black,None reported,Yes,53500,3.0,10,5900.0
Volkswagen,Arteon 2.0T SEL R-Line,2020,15500,Gasoline,Automatic,Silver,Black,None reported,Yes,30000,2.0,5,3100.0
BMW,X6 xDrive35i,2013,90000,Gasoline,Automatic,White,Red,None reported,Yes,19950,3.0,12,7500.0
INFINITI,G35 Base,2006,94000,Gasoline,Unknown,White,Gray,At least 1 accident or damage reported,Yes,10995,3.5,19,4947.368421052632
Hummer,H2 Base,2008,63750,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,55000,6.2,17,3750.0
Mercedes-Benz,C-Class C 300 4MATIC Luxury,2011,95500,Gasoline,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,15990,3.0,14,6821.428571428572
Acura,ILX Premium Package,2019,37900,Gasoline,Automatic,White,Black,None reported,Yes,26000,2.4,6,6316.666666666667
Porsche,911 GT3,2015,13250,Gasoline,Automatic,Brown,Gray,None reported,Yes,154900,3.8,10,1325.0
RAM,1500 Longhorn,2019,76249,Gasoline,Automatic,Diamond Black,Mountain Brown,At least 1 accident or damage reported,No,40995,5.7,6,12708.166666666666
BMW,M3 Base,2001,81000,Gasoline,Manual,Blue,Gray,None reported,Yes,39000,3.2,24,3375.0
Chevrolet,Suburban LT,2022,37806,Gasoline,Automatic,Black,Black,None reported,Yes,60894,5.3,3,12602.0
Dodge,Ram 2500 ST,2010,151544,Gasoline,Automatic,Brown,Gray,At least 1 accident or damage reported,Yes,17700,5.7,15,10102.933333333332
Chevrolet,Camaro 2SS,2012,60345,Gasoline,Automatic,Yellow,Black,None reported,Yes,26950,6.2,13,4641.923076923077
Dodge,Challenger SE,2010,90305,Gasoline,Automatic,Gray,Black,None reported,Yes,12000,3.5,15,6020.333333333333
Jeep,Grand Cherokee L Limited,2022,13275,Gasoline,Automatic,Velvet Red Pearlcoat,Global Black,None reported,No,42599,3.6,3,4425.0
Chevrolet,Camaro 2SS,2018,8660,Gasoline,Automatic,White,Black,None reported,Yes,45000,6.2,7,1237.142857142857
Ford,F-350 Lariat,2021,28220,Diesel,Automatic,Silver,Black,None reported,Yes,73600,6.7,4,7055.0
Ford,F-250 King Ranch,2015,97700,Diesel,Automatic,Black,Unknown,None reported,Yes,39950,6.7,10,9770.0
Chevrolet,Corvette Stingray w/3LT,2023,4200,Gasoline,Automatic,White,Black,None reported,Yes,98000,6.2,2,2100.0
Bentley,Continental GT V8 First Edition,2020,27404,Gasoline,Automatic,Dark Sapphire,Linen,None reported,No,199991,4,5,5480.8
Lincoln,MKC Reserve,2016,100000,Gasoline,Unknown,White,White,None reported,Yes,24000,2.0,9,11111.111111111111
Ford,Excursion Limited,2001,333361,Diesel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,17000,7.3,24,13890.041666666666
Land,Rover Discovery SE,2018,63295,Gasoline,Automatic,Blue,White,None reported,Yes,29993,3.0,7,9042.142857142857
Land,Rover Defender V8,2022,3000,Gasoline,Automatic,Black,Black,None reported,Yes,96500,5.0,3,1000.0
Chevrolet,Silverado 1500 2LT,2014,102604,E85 Flex Fuel,Automatic,Gray,Gray,None reported,Yes,25500,5.3,11,9327.636363636364
Mercedes-Benz,AMG G 63 Base,2017,39800,Gasoline,Automatic,White,Red,None reported,Yes,99000,5.5,8,4975.0
Ford,F-250 XLT,2019,124000,E85 Flex Fuel,Automatic,White,Gray,None reported,Yes,40100,6.2,6,20666.666666666668
Tesla,Model 3 Base,2022,12080,Gasoline,Automatic,Black,Black,None reported,Yes,36750,Unknown,3,4026.6666666666665
Lexus,LX 570 Three-Row,2018,39300,Gasoline,Unknown,Black,Black,None reported,Yes,69500,5.7,7,5614.285714285715
INFINITI,QX60 Luxe,2019,51000,Gasoline,CVT,Gray,Unknown,At least 1 accident or damage reported,Yes,29000,3.5,6,8500.0
Rivian,R1S Adventure Package,2023,250,Gasoline,Automatic,Green,Black,Unknown,No,97500,Unknown,2,125.0
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,67000,Gasoline,Automatic,Gray,Beige,None reported,Yes,35999,3.0,8,8375.0
INFINITI,QX60 Base,2014,95400,Gasoline,Automatic,White,Beige,Unknown,No,14195,3.5,11,8672.727272727272
Hyundai,Sonata GLS,2013,136991,Gasoline,Automatic,Gray,Gray,None reported,Yes,11000,2.4,12,11415.916666666666
Toyota,Tundra Limited,2022,3959,Gasoline,Automatic,Blue,Gray,None reported,Yes,55000,3.4,3,1319.6666666666667
Jeep,Grand Cherokee Limited,2020,47500,Gasoline,Automatic,Purple,Black,None reported,Yes,31000,3.6,5,9500.0
Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,176691,Diesel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,13000,6.0,20,8834.55
Tesla,Model 3 Performance,2021,33000,Gasoline,Automatic,Red,White,None reported,Yes,55000,Unknown,4,8250.0
Mercedes-Benz,CLS-Class CLS 550,2014,34600,Gasoline,Unknown,Black,Black,None reported,Yes,27500,4.7,11,3145.4545454545455
RAM,2500 SLT,2014,84500,Gasoline,Automatic,Black,Gray,None reported,Yes,34000,6.4,11,7681.818181818182
Kia,Sorento Hybrid EX,2022,36100,Hybrid,Automatic,Black,White,None reported,Yes,37500,1.6,3,12033.333333333334
Hyundai,Genesis 3.8,2015,92225,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,17000,3.8,10,9222.5
Jeep,Compass Latitude,2020,17500,Gasoline,Automatic,Silver,Black,None reported,Yes,25695,2.4,5,3500.0
Ford,Fusion SE,2011,114323,Gasoline,Automatic,Black,Black,None reported,Yes,6000,2.5,14,8165.928571428572
Toyota,FJ Cruiser Base,2014,92000,Gasoline,Automatic,Beige,Black,None reported,Yes,27500,4.0,11,8363.636363636364
BMW,430 Gran Coupe i xDrive,2018,29025,Gasoline,Automatic,Carbon Black Metallic,Black,None reported,No,29998,2.0,7,4146.428571428572
Dodge,Durango SRT 392,2021,17000,Gasoline,Unknown,Blue,Black,None reported,Yes,65000,6.4,4,4250.0
Hyundai,Santa Fe GLS,2015,96476,Gasoline,Automatic,White,Gray,None reported,Yes,13000,3.3,10,9647.6
Volkswagen,Atlas 3.6L SEL Premium,2021,36311,Gasoline,Automatic,Deep Black Pearl Effect,Titan Black / Quarzit,None reported,Yes,39127,3.6,4,9077.75
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2016,56842,Gasoline,Unknown,Silver,Black,None reported,Yes,35000,5.0,9,6315.777777777777
Nissan,Murano SV,2021,23677,Gasoline,Automatic,Sunset Drift Chromaflair,Graphite,None reported,No,29510,3.5,4,5919.25
Buick,Envision Essence,2020,27340,Gasoline,Automatic,Summit White,Ebony,None reported,No,31700,2.5,5,5468.0
Chevrolet,Silverado 1500 RST,2020,26177,Gasoline,Automatic,Shadow Gray Metallic,Jet Black,Unknown,No,41986,5.3,5,5235.4
Pontiac,Solstice GXP,2009,122348,Gasoline,Automatic,Red,Black,At least 1 accident or damage reported,Yes,10000,2.0,16,7646.75
BMW,640 Gran Coupe i xDrive,2015,98000,Gasoline,Unknown,Black,Beige,None reported,Yes,22500,3.0,10,9800.0
Tesla,Model 3 Standard Range Plus,2019,32300,Gasoline,Automatic,Black,Black,None reported,Yes,29000,Unknown,6,5383.333333333333
MINI,Countryman Cooper S,2019,18997,Gasoline,Unknown,Red,Black,None reported,Yes,26750,2.0,6,3166.1666666666665
Porsche,Boxster GTS,2016,40350,Gasoline,Automatic,Gray,Black,None reported,Yes,67995,3.4,9,4483.333333333333
Ford,Expedition EL King Ranch,2011,156856,E85 Flex Fuel,Automatic,Black,Brown,None reported,Yes,14300,5.4,14,11204.0
Bentley,Continental GT GT Speed,2022,1919,Gasoline,Automatic,Granite,Porpoise,None reported,No,289991,Unknown,3,639.6666666666666
BMW,X5 M Base,2017,61773,Gasoline,Unknown,Gray,Black,None reported,Yes,46000,4.4,8,7721.625
Ford,Mustang GT Premium,2011,74500,Gasoline,Manual,Black,Black,None reported,Yes,22000,5.0,14,5321.428571428572
Jeep,Compass Sport,2016,99000,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,5000,2.4,9,11000.0
INFINITI,G37 Sport,2008,63496,Gasoline,Manual,Black,Black,None reported,Yes,15000,3.7,17,3735.0588235294117
Ford,F-150 XLT,2022,18465,Gasoline,Automatic,Black,Gray,None reported,Yes,47500,3.5,3,6155.0
Porsche,911 Carrera 4S,2007,42635,Gasoline,Unknown,Blue,Blue,None reported,Yes,72995,3.8,18,2368.6111111111113
INFINITI,G35 Base,2005,99000,Gasoline,Manual,Silver,Black,None reported,Yes,18900,3.5,20,4950.0
Chrysler,300C Base,2013,87500,Gasoline,Automatic,White,Beige,None reported,Yes,13750,3.6,12,7291.666666666667
Toyota,Camry Solara SLE,2007,138000,Gasoline,Automatic,White,Beige,None reported,Yes,6800,3.3,18,7666.666666666667
Lexus,IS 300 Base,2018,70891,Gasoline,Unknown,White,Black,None reported,Yes,28995,3.5,7,10127.285714285714
Buick,Enclave Essence,2020,55403,Gasoline,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,29444,3.6,5,11080.6
BMW,M4 Competition xDrive,2022,3213,Gasoline,Automatic,Black,Red,None reported,Yes,89995,3.0,3,1071.0
Pontiac,GTO Base,2005,142314,Gasoline,Manual,Red,Red,At least 1 accident or damage reported,Yes,21999,6.0,20,7115.7
Toyota,FJ Cruiser Base,2013,53000,Gasoline,Automatic,Blue,Black,None reported,Yes,36740,4.0,12,4416.666666666667
Hyundai,Elantra SE,2014,120250,Gasoline,Automatic,Blue,Gray,None reported,Yes,7500,1.8,11,10931.818181818182
Porsche,Macan S,2015,72329,Gasoline,Automatic,Silver,Black,None reported,Yes,29500,3.0,10,7232.9
Hummer,H3 Base,2007,153692,Gasoline,Automatic,Beige,Black,None reported,Yes,9995,3.7,18,8538.444444444445
Tesla,Model 3 Long Range,2021,32670,Gasoline,Automatic,White,Black,None reported,Yes,37000,Unknown,4,8167.5
Ford,Transit-350 Base,2018,235000,Gasoline,Automatic,White,Gray,Unknown,No,18000,3.7,7,33571.42857142857
Rivian,R1T Launch Edition,2022,8681,Gasoline,Automatic,Gray,Black,None reported,Yes,82000,Unknown,3,2893.6666666666665
Audi,S4 3.0 Prestige,2012,98400,Gasoline,Automatic,White,White,None reported,Yes,18000,3.0,13,7569.2307692307695
Toyota,4Runner SR5 Premium,2023,1400,Gasoline,Automatic,White,Black,None reported,Yes,46500,4.0,2,700.0
Tesla,Model 3 Mid Range,2018,32000,Gasoline,Automatic,Black,Black,None reported,Yes,29999,Unknown,7,4571.428571428572
Ford,F-250 Base,1997,92800,Gasoline,Automatic,White,Gray,None reported,Yes,9000,5.8,28,3314.285714285714
Mercedes-Benz,G-Class G 550 4MATIC,2021,75151,Gasoline,Automatic,Black,Black,None reported,Yes,130000,4.0,4,18787.75
Subaru,Legacy 2.5 GT spec.B,2008,94000,Gasoline,Manual,Gray,Blue,None reported,Yes,12500,2.5,17,5529.411764705882
Mercedes-Benz,E-Class E 350,2014,67350,Gasoline,Automatic,Silver,Unknown,At least 1 accident or damage reported,Yes,18700,3.5,11,6122.727272727273
BMW,M3 Base,2001,66500,Gasoline,Manual,Red,Black,None reported,Yes,21000,3.2,24,2770.8333333333335
Mercedes-Benz,C-Class C 250 Sport,2014,70612,Gasoline,Automatic,White,Beige,None reported,Yes,14500,1.8,11,6419.272727272727
Toyota,Sienna XLE Limited,2007,112630,Gasoline,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,11500,3.5,18,6257.222222222223
Dodge,Avenger SE,2014,124705,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,6499,3.6,11,11336.818181818182
BMW,M240 i,2018,61000,Gasoline,Manual,Blue,Black,At least 1 accident or damage reported,Yes,34000,3.0,7,8714.285714285714
RAM,3500 SLT,2017,157272,Diesel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,32999,6.7,8,19659.0
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,84000,Gasoline,Automatic,Blue,Gray,None reported,Yes,20399,3.0,10,8400.0
Jeep,Gladiator Rubicon,2020,27981,Gasoline,Automatic,Red,Black,None reported,Yes,47500,3.6,5,5596.2
Bentley,Continental GT Base,2009,18000,Gasoline,Automatic,Blue,Beige,None reported,Yes,63000,6.0,16,1125.0
Tesla,Model 3 Long Range,2019,27123,Gasoline,Automatic,Red,Black,None reported,Yes,38200,Unknown,6,4520.5
Chevrolet,Corvette Stingray w/2LT,2021,3053,Gasoline,Unknown,Silver,Gray,None reported,Yes,83900,6.2,4,763.25
Audi,Q5 3.0T Premium Plus,2015,60251,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,19000,3.0,10,6025.1
Mazda,MX-5 Miata Club,2021,5093,Gasoline,Manual,Gray,Black,None reported,Yes,28000,2.0,4,1273.25
Bentley,Bentayga W12 Signature,2018,31875,Gasoline,Automatic,White,Black,None reported,Yes,115785,6.0,7,4553.571428571428
Mercedes-Benz,S-Class S500,2005,175722,Gasoline,Automatic,White,Beige,None reported,Yes,7000,5.0,20,8786.1
BMW,M6 Base,2015,17900,Gasoline,Unknown,Black,Black,None reported,Yes,59900,4.4,10,1790.0
GMC,Yukon SLT,2015,142792,Gasoline,Automatic,White,Brown,None reported,Yes,22999,5.3,10,14279.2
BMW,750 iL,2001,53814,Gasoline,Automatic,Gray,Gray,Unknown,No,11800,5.4,24,2242.25
Toyota,Tundra Limited,2010,89400,Gasoline,Automatic,White,Gray,None reported,Yes,26900,5.7,15,5960.0
Chrysler,300C Base,2007,86000,Gasoline,Automatic,Gray,Black,None reported,Yes,15000,5.7,18,4777.777777777777
smart,ForTwo Pure,2008,61595,Gasoline,Automatic,Blue,Gray,None reported,Yes,5000,1.0,17,3623.235294117647
Toyota,Tundra SR,2018,74000,E85 Flex Fuel,Automatic,Beige,Black,At least 1 accident or damage reported,Yes,38000,5.7,7,10571.42857142857
Hummer,H2 Base,2004,130000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,16500,6.0,21,6190.476190476191
BMW,ALPINA B7 Base,2015,86000,Gasoline,Automatic,Black,White,At least 1 accident or damage reported,Yes,29000,4.4,10,8600.0
Land,Rover Range Rover Sport Supercharged,2008,140600,Gasoline,Automatic,Red,Beige,None reported,Yes,7500,4.2,17,8270.588235294117
Audi,A4 2.0T Tech Premium,2018,27532,Gasoline,Automatic,Gray,Black,None reported,Yes,27900,2.0,7,3933.1428571428573
Ford,Focus SE,2017,91000,E85 Flex Fuel,Automatic,Gray,Black,None reported,Yes,12500,2.0,8,11375.0
Mercedes-Benz,E-Class E 550 4MATIC,2014,63000,Gasoline,Automatic,Silver,Black,None reported,Yes,28500,4.7,11,5727.272727272727
Jeep,Wrangler Unlimited 4xe Sahara,2022,10500,Plug-In Hybrid,Automatic,Green,Beige,None reported,Yes,49999,2.0,3,3500.0
Mercedes-Benz,M-Class ML 350 4MATIC,2014,75073,E85 Flex Fuel,Automatic,Gray,Black,None reported,Yes,21500,3.5,11,6824.818181818182
Jeep,Wrangler Sahara,2008,140000,Gasoline,Automatic,Silver,Unknown,At least 1 accident or damage reported,Yes,9000,3.8,17,8235.29411764706
Mercedes-Benz,A-Class A 220 4MATIC,2019,30300,Gasoline,Automatic,Silver,Black,None reported,Yes,30500,2.0,6,5050.0
Chevrolet,Malibu 1LT,2009,139000,Gasoline,Automatic,White,Black,None reported,Yes,4200,2.4,16,8687.5
Hummer,H3 Base,2006,118000,Gasoline,Automatic,Gray,Black,None reported,Yes,17900,3.5,19,6210.526315789473
BMW,i8 Base,2015,51000,Plug-In Hybrid,Unknown,Gray,Brown,None reported,Yes,53000,1.5,10,5100.0
Cadillac,XLR Base,2009,69423,Gasoline,Automatic,Red,Beige,None reported,Yes,36500,4.6,16,4338.9375
Lincoln,MKZ Select,2017,52284,Gasoline,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,12500,2.0,8,6535.5
Chevrolet,Silverado 1500 W/T,2006,111228,Gasoline,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,4000,4.3,19,5854.105263157895
Land,Rover Range Rover Sport HSE,2019,52300,Gasoline,Unknown,Black,Black,None reported,Yes,49900,3.0,6,8716.666666666666
Nissan,Titan SL,2021,95993,Gasoline,Automatic,White,Black,None reported,Yes,32612,5.6,4,23998.25
Kia,Telluride SX,2022,26716,Gasoline,Automatic,Dark Moss,Black,None reported,No,47541,3.8,3,8905.333333333334
Chevrolet,Tahoe RST,2023,39517,Gasoline,Automatic,Black,Jet Black,At least 1 accident or damage reported,No,67190,5.3,2,19758.5
Ford,Mustang GT Premium,2019,31600,Gasoline,Manual,Blue,Gray,None reported,Yes,41000,5.0,6,5266.666666666667
BMW,330 i,2017,83298,Gasoline,Automatic,Black,Black,None reported,Yes,18300,2.0,8,10412.25
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,95212,Gasoline,Automatic,Brown,Beige,None reported,Yes,31599,3.0,8,11901.5
Porsche,911 Carrera,2010,61600,Gasoline,Automatic,Black,Black,None reported,Yes,51750,3.6,15,4106.666666666667
INFINITI,QX56 Base,2011,130921,Gasoline,Unknown,White,Beige,None reported,Yes,12000,5.6,14,9351.5
RAM,2500 Tradesman,2020,41000,Gasoline,Automatic,White,Gray,Unknown,No,45515,6.4,5,8200.0
BMW,840 i xDrive,2024,1500,Gasoline,Automatic,Gray,Brown,None reported,Yes,90000,3.0,1,1500.0
MINI,Clubman Cooper S ALL4,2017,79950,Gasoline,Automatic,Blue,Black,None reported,Yes,17390,2.0,8,9993.75
Cadillac,Escalade ESV Premium Luxury Platinum,2021,31500,Gasoline,Automatic,White,Beige,None reported,Yes,95000,6.2,4,7875.0
Audi,R8 5.2 V10 plus,2017,61000,Gasoline,Unknown,Gray,Black,None reported,Yes,140000,5.2,8,7625.0
RAM,2500 Big Horn,2021,45867,Gasoline,Automatic,Billet Silver Metallic Clearcoat,Diesel Gray / Black,None reported,Yes,43449,6.4,4,11466.75
Porsche,911 Carrera 4,2014,22700,Gasoline,Manual,Silver,Black,At least 1 accident or damage reported,Yes,85500,3.4,11,2063.6363636363635
Bentley,Continental GT Base,2009,43000,Gasoline,Automatic,Black,Black,None reported,Yes,48500,6.0,16,2687.5
Toyota,Tundra SR5,2015,99000,Gasoline,Automatic,Gray,Gray,None reported,Yes,27000,4.6,10,9900.0
Toyota,4Runner SR5,2006,135000,Gasoline,Automatic,White,Gray,None reported,Yes,16900,4.0,19,7105.263157894737
Cadillac,CTS 2.0L Turbo Luxury,2019,46000,Gasoline,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,29000,2.0,6,7666.666666666667
Ford,Focus SE,2014,79615,Gasoline,Automatic,Black,Charcoal Black,None reported,Yes,10995,2.0,11,7237.727272727273
BMW,M5 Base,2021,13250,Gasoline,Automatic,Alpine White,Aragon Brown,None reported,No,86900,4.4,4,3312.5
